row_id,datatype_value
1,1
2,100
3,101
4,1012
5,1019
6,104
7,1047
8,1054
9,1061
10,107
11,1083
12,1085
13,1086
14,11
15,111
16,1110
17,1114
18,112
19,1120
20,1121
21,1122
22,1124
23,1125
24,1130
25,114
26,1141
27,1145
28,1147
29,117
30,119
31,1241
32,125
33,1251
34,1252
35,1257
36,1258
37,1259
38,126
39,1281
40,1283
41,1284
42,1289
43,1297
44,1299
45,1336
46,1344
47,135
48,1369
49,1372
50,1405
51,1410
52,142
53,145
54,15
55,159
56,16
57,161
58,163
59,165
60,166
61,172
62,174
63,177
64,178
65,18
66,183
67,191
68,194
69,195
70,196
71,197
72,199
73,202
74,203
75,204
76,206
77,208
78,214
79,217
80,22
81,223
82,228
83,229
84,23
85,236
86,237
87,24
88,241
89,25
90,258
91,259
92,261
93,263
94,267
95,268
96,27
97,274
98,28
99,280
100,284
101,288
102,292
103,293
104,296
105,297
106,299
107,3
108,30
109,301
110,302
111,303
112,304
113,305
114,306
115,307
116,309
117,31
118,311
119,316
120,319
121,322
122,323
123,324
124,326
125,327
126,330
127,336
128,338
129,339
130,341
131,342
132,343
133,344
134,345
135,352
136,353
137,354
138,359
139,36
140,360
141,361
142,371
143,379
144,38
145,380
146,387
147,388
148,39
149,398
150,399
151,4
152,40
153,400
154,402
155,409
156,411
157,418
158,425
159,446
160,457
161,47
162,474
163,480
164,481
165,482
166,483
167,484
168,485
169,487
170,489
171,49
172,490
173,491
174,492
175,495
176,497
177,499
178,5
179,50
180,500
181,501
182,502
183,503
184,507
185,51
186,512
187,525
188,528
189,537
190,542
191,55
192,554
193,56
194,561
195,562
196,563
197,567
198,568
199,57
200,58
201,581
202,582
203,59
204,6
205,600
206,604
207,611
208,615
209,618
210,62
211,63
212,64
213,640
214,641
215,642
216,645
217,65
218,658
219,661
220,671
221,71
222,722
223,723
224,724
225,726
226,727
227,732
228,734
229,750
230,753
231,76
232,760
233,798
234,80
235,82
236,83
237,836
238,872
239,88
240,889
241,89
242,895
243,9
244,90
245,916
246,924
247,93
248,934
249,935
250,936
251,937
252,942
253,944
254,945
255,946
256,96
257,961
258,993
259,995
