row_id,datatype_value
1,O15118
2,O43505
3,O43826
4,O60931
5,O75072
6,O75616
7,O75923
8,O76082
9,O95427
10,O95461
11,P00403
12,P00414
13,P01009
14,P02545
15,P02649
16,P02787
17,P05019
18,P07911
19,P11168
20,P12235
21,P15328
22,P15735
23,P21278
24,P23786
25,P38571
26,P39019
27,P41180
28,P43005
29,P46019
30,P48048
31,P49638
32,P51659
33,P51801
34,P53007
35,P53680
36,P54259
37,P55157
38,P61916
39,Q13286
40,Q13621
41,Q14118
42,Q14739
43,Q16586
44,Q16610
45,Q30201
46,Q695T7
47,Q6P5W5
48,Q6Q788
49,Q75V66
50,Q8WZ55
51,Q8WZA1
52,Q93100
53,Q969N2
54,Q96A29
55,Q96DA6
56,Q96RR1
57,Q96S06
58,Q9H2F3
59,Q9H3L0
60,Q9H3Z4
61,Q9H9J2
62,Q9H9S5
63,Q9HCJ1
64,Q9NRA2
65,Q9UJS0
66,Q9UM01
67,Q9UNF1
68,Q9Y276
69,Q9Y2B1
70,Q9Y4U1
