row_id,datatype_value
1,102700
2,105650
3,118600
4,118610
5,121270
6,122600
7,125370
8,125700
9,128230
10,130000
11,130010
12,130050
13,130070
14,130080
15,136120
16,140350
17,144650
18,145750
19,145980
20,145981
21,151660
22,151670
23,151800
24,157640
25,162000
26,162300
27,162350
28,176000
29,176100
30,177000
31,179850
32,200100
33,201100
34,201910
35,202110
36,203400
37,203500
38,203700
39,203750
40,204200
41,204500
42,207800
43,207900
44,208400
45,208900
46,208920
47,209300
48,210200
49,211600
50,212138
51,212140
52,213700
53,215140
54,215720
55,218800
56,219500
57,219750
58,219800
59,220110
60,220111
61,220120
62,222700
63,222730
64,222748
65,223360
66,224120
67,227810
68,228000
69,229100
70,229300
71,229700
72,230000
73,230200
74,230500
75,230600
76,230650
77,230800
78,230900
79,231005
80,231530
81,231670
82,231680
83,231690
84,231950
85,232200
86,232220
87,232300
88,232400
89,232600
90,232700
91,232800
92,233400
93,233910
94,234500
95,235200
96,235555
97,236200
98,236270
99,236670
100,236792
101,236795
102,236800
103,237300
104,237400
105,237500
106,238700
107,239500
108,239510
109,240600
110,240800
111,241200
112,241500
113,241510
114,242600
115,243500
116,245000
117,245010
118,245900
119,246450
120,246650
121,246700
122,246900
123,247100
124,248360
125,248510
126,248600
127,249900
128,250850
129,250940
130,250950
131,252500
132,253260
133,253280
134,253600
135,253601
136,253800
137,255120
138,256540
139,256600
140,256730
141,257220
142,258450
143,258870
144,259900
145,260800
146,260920
147,261000
148,261100
149,261515
150,261540
151,261600
152,261630
153,261640
154,261670
155,261750
156,263570
157,263700
158,263800
159,264070
160,264300
161,264800
162,266130
163,266265
164,268200
165,269920
166,270400
167,271245
168,271640
169,271980
170,272200
171,274270
172,275630
173,277300
174,277400
175,277410
176,277460
177,278000
178,300100
179,300322
180,300438
181,300559
182,300653
183,300818
184,300868
185,300934
186,300971
187,301500
188,301835
189,302060
190,306000
191,307030
192,308050
193,309000
194,309400
195,520000
196,530000
197,535000
198,540000
199,545000
200,550500
201,600627
202,600649
203,600721
204,600740
205,600890
206,601110
207,601678
208,601776
209,601780
210,601847
211,601987
212,602014
213,602360
214,602390
215,602398
216,602473
217,602485
218,602522
219,602541
220,602579
221,603147
222,603174
223,603358
224,603471
225,603546
226,604091
227,604250
228,604290
229,604369
230,605407
231,605637
232,605820
233,606175
234,606408
235,606664
236,606762
237,606777
238,606785
239,606812
240,606824
241,607014
242,607015
243,607091
244,607155
245,607330
246,607364
247,607483
248,607625
249,607765
250,607906
251,608013
252,608099
253,608104
254,608158
255,608643
256,608681
257,608747
258,608776
259,608779
260,608799
261,608896
262,609056
263,609242
264,609283
265,609286
266,609308
267,609458
268,609813
269,610006
270,610090
271,610131
272,610198
273,610293
274,610768
275,611105
276,611182
277,611209
278,611283
279,611307
280,611722
281,611881
282,612016
283,612073
284,612319
285,612350
286,612379
287,612736
288,612932
289,612933
290,612937
291,612953
292,613027
293,613068
294,613077
295,613150
296,613153
297,613154
298,613163
299,613489
300,613490
301,613612
302,613686
303,613724
304,613839
305,614080
306,614128
307,614129
308,614202
309,614462
310,614643
311,614723
312,614830
313,614921
314,614926
315,615041
316,615042
317,615156
318,615181
319,615182
320,615249
321,615287
322,615300
323,615349
324,615395
325,615398
326,615511
327,615539
328,615558
329,616138
330,616479
331,616538
332,616896
333,617069
334,617070
335,617347
336,617565
337,618098
338,618395
